Timestamp,Entity Name,IP - LIMPOS
2025-08-03 07:16:00,INVERSOR_1,36.907.894.736.842.100
2025-08-03 07:26:00,INVERSOR_1,41.217.758.620.689.600
2025-08-03 07:36:00,INVERSOR_1,4.497.586.206.896.550
2025-08-03 07:46:00,INVERSOR_1,4.909.526.315.789.470
2025-08-03 07:56:00,INVERSOR_1,5.326.706.896.551.720
2025-08-03 08:06:00,INVERSOR_1,5.733.637.931.034.480
2025-08-03 08:16:00,INVERSOR_1,6.082.649.122.807.010
2025-08-03 08:26:00,INVERSOR_1,6.315.206.896.551.720
2025-08-03 08:36:00,INVERSOR_1,6.268.280.701.754.380
2025-08-03 08:46:00,INVERSOR_1,6.999.396.551.724.130
2025-08-03 08:56:00,INVERSOR_1,700.298.275.862.069
2025-08-03 09:06:00,INVERSOR_1,6.321.578.947.368.420
2025-08-03 09:16:00,INVERSOR_1,6.440.155.172.413.790
2025-08-03 09:26:00,INVERSOR_1,8.406.473.684.210.520
2025-08-03 09:36:00,INVERSOR_1,7.612.379.310.344.820
2025-08-03 09:46:00,INVERSOR_1,8.688.258.620.689.650
2025-08-03 09:56:00,INVERSOR_1,6.906.228.070.175.430
2025-08-03 10:06:00,INVERSOR_1,6.686.034.482.758.620
2025-08-03 10:16:00,INVERSOR_1,4.340.736.842.105.260
2025-08-03 10:26:00,INVERSOR_1,46.474.827.586.206.800
2025-08-03 10:36:00,INVERSOR_1,5.151.877.192.982.450
2025-08-03 10:46:00,INVERSOR_1,5.592.310.344.827.580
2025-08-03 10:56:00,INVERSOR_1,838.1
2025-08-03 11:06:00,INVERSOR_1,6.194.859.649.122.800
2025-08-03 11:16:00,INVERSOR_1,5.623.771.929.824.560
2025-08-03 11:26:00,INVERSOR_1,3.296.035.714.285.710
2025-08-03 11:36:00,INVERSOR_1,29.885.714.285.714.200
2025-08-03 11:46:00,INVERSOR_1,6.715.122.807.017.540
2025-08-03 11:56:00,INVERSOR_1,6.905.931.034.482.750
2025-08-03 12:06:00,INVERSOR_1,37.255.964.912.280.700
2025-08-03 12:16:00,INVERSOR_1,9.183.517.241.379.310
2025-08-03 12:26:00,INVERSOR_1,4.797.603.448.275.860
2025-08-03 12:36:00,INVERSOR_1,43.444.464.285.714.200
2025-08-03 12:46:00,INVERSOR_1,8.246.793.103.448.270
2025-08-03 12:56:00,INVERSOR_1,7.711.275.862.068.960
2025-08-03 13:06:00,INVERSOR_1,7.793.491.228.070.170
2025-08-03 13:16:00,INVERSOR_1,7.571.701.754.385.960
2025-08-03 13:26:00,INVERSOR_1,7.362.709.090.909.090
2025-08-03 13:36:00,INVERSOR_1,7.145.052.631.578.940
2025-08-03 13:46:00,INVERSOR_1,6.859.310.344.827.580
2025-08-03 13:56:00,INVERSOR_1,6.608.706.896.551.720
2025-08-03 14:06:00,INVERSOR_1,6.398.912.280.701.750
2025-08-03 14:16:00,INVERSOR_1,6.124.793.103.448.270
2025-08-03 14:26:00,INVERSOR_1,5.819.120.689.655.170
2025-08-03 14:36:00,INVERSOR_1,5.474.298.245.614.030
2025-08-03 14:46:00,INVERSOR_1,5.131.275.862.068.960
2025-08-03 14:56:00,INVERSOR_1,47.802.241.379.310.300
2025-08-03 15:06:00,INVERSOR_1,4.412.736.842.105.260
2025-08-03 15:16:00,INVERSOR_1,4.016.913.793.103.440
2025-08-03 15:26:00,INVERSOR_1,3.658.754.385.964.910
2025-08-03 15:36:00,INVERSOR_1,32.553.275.862.068.900
2025-08-03 15:46:00,INVERSOR_1,28.523.275.862.068.900
2025-08-03 15:56:00,INVERSOR_1,2.429.140.350.877.190
2025-08-03 16:06:00,INVERSOR_1,20.258.275.862.068.900
2025-08-03 16:16:00,INVERSOR_1,16.003.508.771.929.800
2025-08-03 16:26:00,INVERSOR_1,10.878.103.448.275.800
2025-08-03 16:36:00,INVERSOR_1,7.682.931.034.482.750
2025-08-03 16:46:00,INVERSOR_1,4.649.824.561.403.500
2025-08-03 16:56:00,INVERSOR_1,21.093.103.448.275.800
2025-08-03 17:06:00,INVERSOR_1,11.005.263.157.894.700
2025-08-03 17:16:00,INVERSOR_1,4.539.655.172.413.790
2025-08-03 17:26:00,INVERSOR_1,143.859.649.122.807
2025-08-03 17:36:00,INVERSOR_1,0
2025-08-03 17:46:00,INVERSOR_1,0
2025-08-03 17:56:00,INVERSOR_1,0
2025-08-03 18:06:00,INVERSOR_1,0
2025-08-03 18:16:00,INVERSOR_1,0
2025-08-03 18:26:00,INVERSOR_1,0
2025-08-03 18:36:00,INVERSOR_1,0
2025-08-03 18:46:00,INVERSOR_1,0
2025-08-03 18:56:00,INVERSOR_1,0
2025-08-03 19:06:00,INVERSOR_1,0
2025-08-03 19:16:00,INVERSOR_1,0
2025-08-03 19:26:00,INVERSOR_1,0
2025-08-03 19:36:00,INVERSOR_1,0
2025-08-03 19:46:00,INVERSOR_1,0
2025-08-03 19:56:00,INVERSOR_1,0
2025-08-03 20:06:00,INVERSOR_1,0
2025-08-03 20:16:00,INVERSOR_1,0
2025-08-03 20:26:00,INVERSOR_1,0
2025-08-03 20:36:00,INVERSOR_1,0
2025-08-03 20:46:00,INVERSOR_1,0
2025-08-03 20:56:00,INVERSOR_1,0
2025-08-03 21:06:00,INVERSOR_1,0
2025-08-03 21:16:00,INVERSOR_1,0
2025-08-03 21:26:00,INVERSOR_1,0
2025-08-03 21:36:00,INVERSOR_1,0
2025-08-03 21:46:00,INVERSOR_1,0
2025-08-03 21:56:00,INVERSOR_1,0
2025-08-03 22:06:00,INVERSOR_1,0
2025-08-03 22:16:00,INVERSOR_1,0
2025-08-03 22:26:00,INVERSOR_1,0
2025-08-03 22:36:00,INVERSOR_1,0
2025-08-03 22:46:00,INVERSOR_1,0
2025-08-03 22:56:00,INVERSOR_1,0
2025-08-03 23:06:00,INVERSOR_1,0
2025-08-03 23:16:00,INVERSOR_1,0
2025-08-03 23:26:00,INVERSOR_1,0
2025-08-03 23:36:00,INVERSOR_1,0
2025-08-03 23:46:00,INVERSOR_1,0
2025-08-03 23:55:30,INVERSOR_1,0
